text,label
원클릭양호   이사 후 자택내 통화품질 불량   타폰 증상동일  중계기 무   코로나로 설치지연됨 양해해주심  중계기 안내드리니 천공관련 상의 후 재연락 준다함,발수신불가
 농협카드 거래내역 문자 미수신  다른 문자 정상수신됨  수신내역 확인시에도 정상  단말 설정확인시 스팸차단되어있어서 해제방법 아낸  수신테스트 진행시 정상수신확인 종료,기업형메시지(금융권인증SMS)
어제부터 발신은정상  수신안됨  기어와 같이 사용중이라고해서 쉐어에서 휴대폰모드설정안내드렸으나 어플없다고함 으로 해제안내후 오비하기로함,기타 Application
현기지국          상세증상  데이터 속도 느려짐  다른 동일망 불량여부  불가  품질 및 감도내부  불량  품질 및 감도외부    상담사 조치사항    특이전달사항고객성향기타  문의지역에 고객이 현재 위치,초기접속불가
원클릭양호현장방문  상세증상  개월전부터 자택내에서 전화데이터가 안된다고 함타폰동일외부양호 최근들어 증상심해진다고 함 중계기 안내드리나 외부신호 개선원하심  추가연락처    상호명  유자택원동  통화요청한 전화번호 고객번호   품질 및 감도내부불량  품질 및 감도외부 양호  단말기 여부 및 상세내역   상담원 조치사항   요청대상  내방일자 및 시간 방문전에 연락드림안내 특이전달사항고객성향기타  코로나로 양해구했으나 방문원하심 자가격리자없음 확인 자택에 사람이 없어서 외부개선체크하고 연락달라고 하심,발수신불가
원클릭양호현장방문  상세증상  몇주전부터 갑자기 사무실 내에서 가입자 동일 통화끊기고 안들림 외부정상 진단양호   추가연락처  부재시 문자요망   상호명   통화요청한 전화번호  품질 및 감도내부  품질 및 감도외부   단말기 여부 및 상세내역   상담원 조치사항 시설조회시장비없음  요청대상  내방일자 및 시간 담당자가 연락드릴 예정 안내 특이전달사항고객성향기타 방문전 꼭 미리연락부탁드립니다 코로나 양해구했으나 방문요청함,발수신불가
광주 주전부터 장소무관하게 데이터 속도느림통화 정상임  기기점검  무  네트워크 설정 재설정 안내 재오비함안내하니 간혈적인증상이라서 사용후 필요시 연락주신다고함 종료,속도저하
 오래전부터 집에서 통화 잘 안되고 끊김  상대방이 고객 목소리가 안들림 외부정상  코로나 양해구함  곧 출산이셔서 방문은 어려울거같다심 나중에 다시 전화주신다고함,호단절
 중계기 시설을 하기 위해서 담당자 다녀갔는데 에어컨을 시설하지 못해서 중계기 시설을 못 받았었다고 함   설치팀에서 고객센터로 전화해서 신청을 다시 해서 연락을 다시 달라고 했다고 함   확인후 연락 약속,통품상담성
 통화중 음질 끊김 현상 있음   오래전부터  위치무관  전파특성 안내 함   교체 안내 변경 후 예외적 회 감액 안내 함  동일 현상 있음 제조사 방문,호단절
 번으로 문자가 들어오지 않아 문의   수신내역확인  단말기 스팸함확인 차단 해지방법 안내,MMS
 배우자님이 연락 주심 주민 번호 확인안되어 전산 확인 못함  단말기에서 인터넷 접속시 썰스블로그 화면만 나오고 이용 안된다고 함  인터넷 창 모두 닫고 사용 권유,통품상담성
스팸필터링 인증안된다함   후 재시도 권유 후 종료,T제공 어플
오늘 갑자기 통화중 호단절현상이 심하다고 함  같이 있는 다른  사용자들은 다 잘된다고 함 본인 휴대폰만 그렇다고 함  전파 특성 설명 드림   사용자  초기화하고 온오프 안내  제어 인증수행  시간두고 사용해보기로 함  익일 시 해피콜 예정,호단절
중계기 요청  희망일시   일 시시반 방문전 연락드림  추가연락처     장비 리셋 여부    타폰비교    불량망    내부 품질    외부 품질    기타 전달사항 증상 상세 기재 루키여부철회가능일자    자택중계기 장비 설치했는데 지속 통화끊김  장비 리셋 동일 자가격리자 없음,호단절
원클릭양호 특이사항   상세증상  이사후 집안에서 통화수발신안됨  먹통증상나타남  장비시설여부문의   다른  동일 불량여부    품질 및 감도내부  불량  품질 및 감도외부  양호   상담사 조치 사항    추가연락처   특이전달사항고객성향기타   건수 진단제외    양호불량확인시 장비명  전포부영아파트,발수신불가
하루종일 년넘게 사용중인데 데이터접속지연끊김 달전부터 통화도 끊어짐  최근에 증상   유심변경함  모드상태 업글상태  설정 초기화,데이터 사용중 끊김
기변후 위치무관하게 통화 데이터 불량하다고하심  기기문제 또는 유심 불량일수있음 안내 종료  유심감면 요청시 쪽지주시감면 감면처리하겠습니다,초기접속불가
 전원  상태에서 콜키퍼 문자 통보 안되었다고 하심    상대측에서 소리샘 멘트까지 듣고 끊어야 문자 통보됨 안내    확인해보고 다시 연락 주겠다고 하심,통품상담성
일 전부터  농협은행 사용문자 못받음 그외문자 정상  해당 번호 변경해서 문자 발송하니 정상 수신됨   일 시  라고 하여  와  확인시 없음  발 신자쪽 확인 필요함안내,기업형메시지(금융권인증SMS)
 병원에서 예약문자가 안들어옴  통화품질좋지않다 언급은하셨으나 통화품질상담말고 문자 확인해달라고함 오늘 고객동의 후 수신내역 열람시 수신내역없음 발신자측 확인안내,단문메세지(SMS)
아이폰 라고 함  어제 모델코드 변경했는데  로 나옴     켬으로 되어있다고 하심  끔 켬으로 변경및  진행및 리셋안내  전원 요청,3G천이
 기기변경후 데이터접속느림  단말보다 늦다고함  초기화재설정   전원리셋  이후동일증상시 기기점검 현장방문 접수,속도저하
 속도측정을 벤치비 어플을 통해서 확인했을때 속도가 지속느리다고함 업로드할때 주로증상있다고하심  위치무관증상이며 내부  이용 현재안됨 양해드렸으나 지속 미수긍하심  기기점검시 메인보드교체했는데 지속동일증상있다고 불만 호소  유심교체및 감액안내 후 종료,기타 Application
간헐적으로 수신실패 방해금지모드 끔확인 알수없는발신자음소거 차단 끔확인 후후후스콜어플없음 티전화삭제 상대방에게 으로 전화에도 동일증상시 기기점검 필요함안내드림,발신불가
기술지원문의  시설공급 문의건  상세증상  에서도 통신불량 이동후 통화발수신실패 안테나감도불안정   타 사용자 통화품질 양호여부  동일불량   품질 및 감도내부   불량   품질 및 감도외부   양호   상담사 조치 사항    추가연락처  특이전달사항고객성향기타  유선인터넷  평수 평   센터  방문여부  실내 중계기 설치 여부   해당지역 특이사항및 개선가능여부 확인부탁드립니다,발수신불가
원클릭양호현기지국  상세증상  오늘부터 갑자기 자택내 통화 음질 심하게 끊김외부양호타폰동일    타폰 비교  동일  내부품질  불량  외부품질  양호  상담원 조치 사항    추가 번호    특이전달사항고객성향기타   지역특이사항 및 개선사항 확인 부탁드립니다,호단절
원클릭양호   특이사항  상세증상  일주일전부터 사무실에서 통화불량 현상 발생   타폰 비교    내부품질  불량  외부품질  양호  상담원 조치 사항    추가 연락처    기타 전달사항   단말기 점검시 이상 없음 안내 받음,발수신불가
 아래건으로 접수 후 담당자연락없어 재인입  전달 예정,통품상담성
전화 광고홍보 지우는 경로 안내,T제공 어플
 오래전부터 위치무관하게 데이터 느림증상 발생  음성정상     확인  셀룰러  확인  데이터 지우기 탐색데이터 삭제됨 안내  네트워크 설정 재설정 안내 비밀번호 삭제됨 안내  전파개요 안내 후 비교사용권유 후 종료   지속증상 발생시 단말기 점검이나 유심칩 변경 필요 할 수 있음 안내,속도저하
위치무관  안뜨고  사용되며 데이터 느림통화양호 초기화초기화 전원안내,속도저하
인증문자수신안됨 음성정상 고객동의 후 수신내역열람진행 최근 인증시도이력없어 시도권유 재통화예정,기업형메시지(금융권인증SMS)
앱중지및 오류계속듬 온오프후  센터로 문의안내,기타 Application
구축사 방문시 장비 있으나 고객단말 로 통화되고 있있다고함   차단설정되어있어 해제함 전원리셋 이용안내종료,3G천이
중계기 철거요청  희망일시    일 안으로 연락드려 시설방문 날짜 조율 예정안내    추가연락처  연락처기재 부재시 문자발송  상호명    장비 리셋 여부    타폰비교    불량망    내부 품질    외부 품질    기타 전달사항  통신불량으로 장비설치했으나 단지내 신호양호하여 장비 철거요청하신다고합니다 루키여부철회가능일자 ,이설요청/철거요청
연락처 종료 문의,T제공 어플
 성향 일반  동일내용  해당내용 참고하여 안내드림 양해함  요금제 쓸필요가 없을것같다고하시어 각단말기에 따라 사용가능한 요금제 구분되고있음안내 수긍하시어 종료    전상담이력 참고 데이터 이용 중 먹통 현상   성향 일반  원클릭문의특이사항  상세증상  지역무관 신호인식 데이터 접속불량   문제없었으나 일주일전부터 현상발생된는 상황으로 일대 커버리지 개선일정등 확인요청  우선모드 변경이후 정상이용  기기업데이트 권유  와이파이 데이터 재설정   다른 동일망 불량여부    품질 및 감도내부    품질 및 감도외부    특이전달사항고객성향기타 상  품질확인 및 개선가능여부 확인부탁드립니다,초기접속불가
 기상담 재인입 사업장이라고 하며 최대한 빠른 방문희망 시간양해구함 종료,통품상담성
인증문자 수신실패 기기내 스팸설정여부 확인시 차단되어 해제방법 안내 종료,기업형메시지(금융권인증SMS)
특번 문자 수신실패  수신내역 확인시 별도 수신 기록 없음 발송처 확인 필요 안내,단문메세지(SMS)
 아래건 재인입   답변 안내  시간 양해 구함,통품상담성
진정성 스팸필터링  에서 오는 문자 수신실패  들어올때도 있으나 안들어올떄도 있음  실패했을때 시간등은 확인불가 발신업체에서 허용번호 등록하라고 안내받았다고 함  스팸필터링 서비스 개요안내  허용번호 등록   이용방법도 참고로 문자안내후 종료,단문메세지(SMS)
진정성 단말설정  운전면허증 등록 인증문자 비수신으로 문의   정상으로  아니라고 하심,기업형메시지(금융권인증SMS)
원클릭양호특이사항  상세증상   약 이주전부터 자택에서 통화 끊김증상 외부는 정상타폰동일 삼성전자 통화품질경인지사 소속직원이 불러주신 내용 기재    번과 번이 주로 들어옴 번밴드  대초반    밴드번  초반후반 간헐적 음수로치라고함  안테나 안뜸   타폰 비교  동일   내부품질  불량  외부품질  양호   상담원 조치 사항  진단시 양호  추가 번호   없음   특이전달사항고객성향기타    해당 지역특이사항 장비 정상사용유무 및 개선사항 확인 부탁드립니다,호단절
오늘 갑자기 통화데이터안됨   확인됨  유심확인되어 안내드리고 유심탈부착 안내드리고 지속 발생시 유심교체   오후에 대리점가본다고하셔서 오비약속,데이터 사용중 끊김
원클릭양호시설공급중복 원클릭 확인 장비명   장비품질 기지국 고장   가입자품질 가입자별    상세증상상세위치  일 이사예정 실내 음질끊김 감도불안정 외부양호   면적     평정도   타 사용자 불량여부  불량  다른 위치에서 불량여부     인터넷 사용여부    중계기홈펨토 사용여부    일 이내 철회 가능 고객   품질및감도내부    품질및감도외부  양호   특이사항  고객성향일반,호단절
중계기철거 중계기철거일시 방문전연락드림안내 추가연락처  상호명  철거사유  이사  특이전달사항고객성향기타   사전통화후방문부탁드립니다,이설요청/철거요청
 상대방이 목소리가 끊긴다고하고 본인도가끔 잘안들림   데이터 가끔안된다함   위치 무관 증상  기기 점검전    초기화 전원오프온 안내 이후 동일시 안내후 종료,데이터 사용중 끊김
언제부터인지 모르나 핸드폰 문자발송시에 첫번째로 보내기누르면 안보내지고 두번째로 누르면 정상발송된다고함 전산상 이상무 안내 알람도 알람삭제해도 상단에 확인된다고 하면서 연관이 있는게 아니냐고하심 알람 핸드폰 기능으로 핸드폰쪽 확인필요 안내 초기화 전원재부팅 이후 비교사용안내,단문메세지(SMS)
몇일전부터 위치무관 지직 잡음이 들린다함 간헐적 증상  초기화 단말 업데이트 단말재부팅후 비교안내,음질불량
 원클릭 양호   시설공급   상세증상  오래전부터 자택에서 통화불량증상있다고합니다 외부정상   타폰 비교    내부품질   불량   외부품질    양호   상담원 조치 사항    추가 연락처  기타 전달사항,발수신불가
원클릭진단실패광분산  상세증상  근무지에서 음질 지직거리고 상대방이 고객목소리 잘 안들린다고함   타폰 비교    내부품질  불량  외부품질  양호  상담원 조치 사항    추가 번호    특이전달사항고객성향기타   증상 오래되었음  처음 인입되어 설정초기화 후 며칠 괜찮으셨으나 다시 증상 반복되어 재문의  특이사항 및 개선사항 확인부탁드립니다,음질불량
 정지해제후 데이터 초기접속불가   음성은 정상   로 설정 안내  모바일 데이터 라고하시어 설정후 사용 안내드림,초기접속불가
오래전부터 위치무관하게 데이터 초기접속안됨 다른 인터넷은 정상이나  증권만 안됨     데이터     기본값 초기화 진행및 리셋안내  전원  요청,초기접속불가
,통품상담성
 특정번호 수신실패 발신정상 다른번호 정상수신   테스트 권유  문자 보내달라고 함  문자 발송 후종료,단문메세지(SMS)
음성은 정상 기기변경 이후 위치무관  데이터 끊김현상  전파특성안내 후 커버리지 양해드리고   안내 데이터  확인 재설정 후 초기화 리셋진행 전원재부팅 안내,데이터 사용중 끊김
 인증절차 모른다고 함 카카오 고객센터 미운영으로 상담 불가 근처 대리점 가서 도움 요청 하신다고 함 종료,카카오
원클릭양호특이사항  상세증상  지역무관 기기변경이후 데이터 속도지연으로 불편호소  주문의 주식어플 전반적인 데이터 특이점이라고함  통화특이점없음   기기점검     중계기 무유  다른 동일망 불량여부    품질 및 감도내부    품질 및 감도외부    특이전달사항고객성향기타 상  품질확인 및 개선가능여부 확인부탁드립니다,속도저하
 접속시 이용안되는게 아니라 고객님 집주변에서는 가 안떠서 문의 주는거라고 하심   로 접속되며 접속에는 이상없다고함  화전동은 커버리지는 맞으나 인근에 장비가 없다고 하면 신호미약으로 로접속될수있는점 양해구하고 확대및 개선건의 양해구하고 종료,통품상담성
전화와 전화 앱 내에서 수신차단 해제하는 방법 문의하시어 메시지 발송,T제공 어플
원클릭양호현기지국  상세증상   어제부터 상가안에 영업장에서 통화가 안되고 끊김  상가 밖으로 좀 나와야 통화가능  다른분들도 다 동일증상이라고 함   타폰 비교  동일  내부품질  불량  외부품질  양호  상담원 조치 사항    추가 번호    특이전달사항고객성향기타   지역특이사항 및 개선사항 확인 부탁드립니다,호단절
중계기요청  희망일시   일   추가연락처     장비 리셋 여부    타폰비교  동일  불량망    내부 품질  불량  외부 품질  양호  기타 전달사항 증상 상세 기재 주 정도 전부터 자택에서 음성 통화 끊김현상 외부양호 타폰 미확인 장비 적색 알람 있고 재부팅했으나 동일 불량함으로 문의주셨습니다,호단절
중계기 요청  희망일시  담당자 일 내  일정관련 연락예정 안내  추가연락처    상호명   장비 리셋 여부    타폰비교    불량망    내부 품질    외부 품질    기타 전달사항  내일 헬스장 오픈하는데 데이터 접속이 안된다함 통화정상  시간 이내 배정가능한 스케줄 없어 배정대기 접수합니다 루키여부철회가능일자 ,초기접속불가
오는 문자 어떤건 수신되고 어떤건 수신안된다고 함  수신내역 조회시 스팸필터링 확인확률차단 어플 이용방법 안내드리고 종료,MMS
중계기요청   발생시기    광분산 진단 진행   희망일시  익일중 담당자가 연락드려 스케줄 확인  추가연락처 없음 상 기재부재중문자요망  상호명  권자택동  장비 리셋 여부    타폰비교   불량망    내부 품질  불량  외부 품질   특이전달사항고객성향기타  중계기 시설후 통화양호하나 데이터 불량 정도 밖에 안나옴  장비  빨간불 보인다 하심  장비랑 가까워서 빨간불보이는거라고 거짓말하셨다며 타 담당자 방문요청  타장소에도 중계기 시설했으나 금번 시설장비는 만 확인되는 년도 장비라하시며 미지원불만 교체가능  지원장비라 일부 지원함 안내드렸으나 내방확인부탁드립니다 장비 교체가능및 시설통한 개선불가시 이관검토 부탁드립니다 월중 시설 구축접수합니다,발수신불가
본  로또리코에서 받는 문자 미수신      수신내역확인시 필터링 내역확인되어  고객안내드리고 허용번호로 등록함,MMS
인증문자 수신안되어 문의  정상 단말설정에 차단되어있어 차단해제후 이용안내,기업형메시지(금융권인증SMS)
원클릭양호시설공급  상세증상  상가에 새로 입주했다고함 신축건물이라고함 상가 건물 밖 정상 다른사용자 불량 입주후 지속 증상 진단양호하나 특이점없는지확인부탁드립니다  다른 동일망 불량여부   품질 및 감도내부   품질 및 감도외부   상담원 조치 사항   추가연락처  특이전달사항고객성향기타,발수신불가
원클릭양호고객 층에서 이용하나 건물전체적으로 특히 복도나 엘리베이터 통화데이터가 불량 옆건물 장비도 본인다고 함 전파특성안내 및 외부개선 안내드리고 종료,발수신불가
통화 정상인증문자 수신실패  동의 얻고 수신내역 확인 기기상 차단확인 차단해제설정안내 정상이용종료,기업형메시지(금융권인증SMS)
사이버 통화품질 불만건  접수자    문의서비스  휴대폰  문의번호    현상  데이터불량  인터넷접속불량 특정  불량 기타  발생지역    발생장소  위치무관  아파트 오피스텔  발생시기  며칠 전부터  상세현상  어제 오후 시 분 통화했고 매일 출퇴근하듯 찾아오던 데이터서비스장애가 아직까지는 없습니다 부탁드린 메일 내용 확인한 바 요청할 내용이 있어 다시 올립니다 아주 조그만 업체에서도 문제가 있고 해결을 하면 하원칙에 의거한 보고서를 쓰기 마련이지요 불편을 끼쳐주신 점 저도 유감스럽게 생각합니다 메일로 보내신 내용이 아니라 누가 언제 무엇을 어떻게 해서 노이즈를 해결 하셨는지 그 불요파는 어디서 발생하는지 파악하셨는지 아니면 단순히 장비를 조정하는 것으로 해결하셨는지 장비 조정은 상태를 어떻게 바꾸셨는지 보다 양식을 갖추어서 가능하면 사진 첨부하여 구체적으로 알려주시기 바랍니다 하루 이틀도 아니고 더구나 예전 경험상 개월도 가능한 대단한 노이즈 아니겠습니까 반드시 내용 꼼꼼하게 작성하여 보내주시길 바랍니다 제가 간간히 발생했던 문제에 대해 이메일 답변을 받아놓고자 하는 이유는 그것이 누적되어 자료가 되리라 생각해서였지만 너무 단순한 답변을 이메일로 보내시더군요 초등학생에게 설명한다 생각하시고  꼼꼼하고 구체적으로 해결된 내용 보내주시길 다시 한번 당부드립니다 또한 바로 앞동에 가면 아무 문제 없고 일정한 시간에 출퇴근하듯 오는 데이터이용장애가 다시 없기를 바래봅니다 빠른 시간내 이메일 보내주십쇼 답변내용 부족하면 다시 말씀드리겠습니다   회신 내용중 조치 완료 시점이 기존   완료 회신 시점과 상이하여 통화로 재확인   조치 완료로 확인  점검 및 조치 결과 내용 토대로 안내 이외 추가 정보 및 자료 첨부 불가함 양해 내용 비접촉 메일 답변 답변 내용은 파트로 공유함,초기접속불가
원클릭양호 시설공급   상세증상  사용자들 집안에서 발신실패 데이터접속잘안됨 로 전환됨  타사도 안됨  평수평    중계기    다른  동일 불량여부     품질 및 감도내부  불량  품질 및 감도외부  양호   특이전달사항고객성향기타     건수 건     양호불량확인시 장비명 ,발수신불가
라디오어플 연결이 안된다고함   오늘 갑자기  음성양호    설정안내해드리려니 어제까진 잘되었다고 거부  우선 온오프 이후 비교안내드림      모바일 이후 비교안내,기타 Application
 아래내용동일불량하다심  기기점검 안내드림  신호초기화 요청으로 진행해드림  재부팅해서 비교권유 종료,통품상담성
금일 외부 이동중 데이터 접속불가 끔  데이터 차단허용후 정상이용확인 종료,초기접속불가
원클릭양호시설공급 상세증상  번호이동후 집내에서 전화 수발신 불량 외부 사용 정상 중계기 유무  타 사용자 통화품질 양호여부  품질 및 감도내부 불량 품질 및 감도외부 정상 특이전달사항고객성향기타 해당지역 품질 및 특이사항 확인해주시고 개선관련 추가 확인 부탁드리겠습니다,발수신불가
아래 내용 동일문의  담당자가 왓다갔으나 신호 문제 없다고만하고 본인이 가지고있는 속도측정 어플로 불량신호 모아온 자료를 보여줫으나 검증 불가 자료는 확인할수없다고 말씀하셨다고하심  해당 문제를 해결해달라고함  확인후 재연락 예정,기타 Application
보이는 상담 안테나 잘안됨 데이터  이용안되고  느림  해당곳 커버리지 아님 양해   지속 확대 개선 안정 노력 양해    설정초기화 데이터삭제 전원리셋 후 비교사용권유 지속증상시 기기점검유심교체 권유 고객수긍 종료,속도저하
어제 음성 수신실패되었으나 핸드폰에 통화 이력 보니 다른 디바이스에서 받음으로 나온다고 하심,수신불가
이전이력으로 재인입 이후 지속 동일증상발생 제조사 방문안해봄 변경감액처리안내필수안내 문자발송드리고 변경후 연락안내 종료,통품상담성
중계기 철거요청  희망일시   일 내로 담당자 연락드림 안내   추가연락처    상호명    장비 리셋 여부    타폰비교    불량망      내부 품질    외부 품질    기타 전달사항 증상 상세 기재 루키여부철회가능일자  중계기 분리해놨다고 회수해가라고 하심,이설요청/철거요청
지난달부터 문자발송 실패 발송실패 느낌표   간혈적으로 증상   음성은 양호    장소무관   채팅 설정안되어 있음    초기화 및 초기화 데이터삭제 인증수행,속도저하
 데이터 접속 지연 괜찮을 때도 있고 불량할때도 있다함  음성양호    데이터  초기화 초기화 인증 수행 전원   비교사용권유 재통화 약속,속도저하
서비스 및전화 녹음실패문의  기기에따라 서비스 이용안될수있음  전화다운로드 버전시 녹음이용불편할수 있음안내,T제공 어플
중계기 요청철거  희망일시   담당자 일 안으로 연락드려 방문 날짜 조율 예정안내   추가연락처  없음  상호명   장비 리셋 여부    타폰비교    불량망    내부 품질    외부 품질    기타 전달사항 증상 상세 기재 타통신사로 이동했다고 하시면서 중계기 철거요청 루키여부철회가능일자  ,이설요청/철거요청
증상    문자수신지연 조치  수신내역확인시 이력정상 초기화 초기화 재설정 전원리셋후 재사용안내 지속동일시 단말점검안내,단문메세지(SMS)
데이터 초기접속안됨  통화정상 와이파이확인  데이터 꺼져있어 켬 데이터 한도설정켜져있어 끄고 이용정상 종료,초기접속불가
 이전 동일내용 재인입  설정 모두 해도 안된다고 함  지속 발생되는 사항으로 기기점검 권유,통품상담성
음성정상  인증문자 수신안된다고하심 지금 따로 요청 한건 아니라고하심  지금 인증 시도 하는건 아니라고하심  추후 인증할때 안되면 재연락 주시라 안내후 종료,기업형메시지(금융권인증SMS)
스피커 통화로 하면 전화정상  일반통화시 상대가 목소리를 못듣는다고하심 전원재부팅 후  동일증상시 기기점검필요 안내 종료,음질불량
금요일 저녁부터  특정번호로 문자수신실패  가게 매출에 대한 내용이 문자로 들어온다하심 다른 문자 통화는 양호  테스트 발송양호  수신내역상 문자수신 정상이력있음 혹시몰라 허용번호 등록진행드림 비교사용안내,단문메세지(SMS)
원클릭양호 이사 후 자택 내에서 품질불량으로 문의 스피드 장비 문의주시어 진단 양호로 시설안내드림 자료 발송해드림 우선 집주인분과 상의 해야하여 추후 필요시 연락주신다고 함,MMS
원클릭 문의 현기  상세증상 원래 괜찮았는데 어제 오후부터 갑자기 자택 내외부에서 통화 시 음질 끊김 데이터 안 터짐  단말기 버전     설정여부 사용중  타 사용자 통화품질 양호여부  동일 불량  품질 및 감도내부  불량  품질 및 감도외부  일대벗어나서 양호 중계기 설치 여부    녹색불 리셋해도 동일 불량   특이전달사항고객성향기타   층평수 주변 특이사항 및 개선여부 확인 부탁드립니다 현장 방문 가능한지 확인 부탁드립니다,호단절
특정문자 미수신 단말 스팸 차단 확인 해제방법 안내 종료,단문메세지(SMS)
,통품상담성
 중계기접수    상세증상    동일재인입 적색불 여부    전원   품질 내부  불량 품질 외부  불량 다른사용자불량여부 단말기마다 다름 특이전달사항고객성향기타  당일 고객님께 전화드려 시간조율먼저 부탁드립니다 방문전 연락부탁드립니다 코로나 양해 했으나 방문요청 확진자 및 자가 격리자 없음 목요일까진 사람비어있어서 비밀번호알려드려 방문하셔도된다함  해당부분 불편하시면 일정조율후 방문 부탁드립니다,발수신불가
 레터링 해지 문의,통품상담성
 지난  부터 문자가 수신이 안되고 있다고 하심     수신내역 확인시 신호는 정상    재등록 후 전원리셋해서 재사용 안내    동일증상 지속 발생시 기기점검 안내,통품상담성
 전화 사용시 화면 흰색으로 바뀌며 먹통 앱실행이 중지되었습니다 라고 뜬다고 하심 기기 소프트웨어 업데이트 후 증상 발생으로 앱 충돌인지 확인해달라고 하심 전화 오류부서 접수,T제공 어플
종일  특이사항 모드 사용중   상세증상   데이터 접속 불량  폰 사용하는것처럼 데이터 속도도 느리고 원활하지 않다고 함   고객은 단말이나 모드로 사용중이라고 하며  폰 사용중인 가족폰 모두 동일하다고 함   정상 사용하다 현상 발생된지 약 한달 가량 되었다고 함    타 사용자 통화품질 양호여부  동일   품질 및 감도내부  불량   품질 및 감도외부  양호  상담사 조치 사항    추가연락처   특이전달사항고객성향기타  확인 부탁드립니다,3G천이
원클릭양호 시설공급  시분   상세증상  회사 이전후부터 내부에서 음질끊김 수발신안됨 데이터불량 외부로 나가도 동일하며 도로변가야양호 다른사용자 동일  중계기 평수 평   다른  동일 불량여부   불량  품질 및 감도내부  불량  품질 및 감도외부  불량  특이전달사항고객성향기타     건수 건    양호불량확인시 장비명  양산어곡동원,발수신불가
 데이터 초기접속 불가  설정확인해보니 셀룰러데이터 꺼져있어서 킴으로 변경후 종료,초기접속불가
오늘부터  전북 익산  데이터 접속실패,초기접속불가
 카카오 네비 늦다고 하심  기기 동작도 좀 늦다고 하시고 전체적으로 늦다고 하셔서  초기화 후 전원리셋 하고 재사용 안내,카카오
시설공급   상세증상  공사 현장으로 지속 불량 문의 하고 있으나 개선 안됨  지역 투진행사항여부 확인 부탁드립니다    타폰 비교    내부품질    외부품질    상담원 조치 사항    추가 연락처  없음 문자 요청   기타 전달사항 ,발수신불가
원클릭양호현장방문  상세증상  이사온후 자택내 끝방화장실쪽에서 전화 음질 끊김타폰 동일    추가연락처  부재시 통화가능번호 문자요망  품질 내부  불량  품질 외부  양호  단말기 여부 및 상세내역    상담원 조치사항    요청대상상담원제시고객요구  고객요구  내방일자 및 시간  시 담당자 방문전 일정관련 연락예정 특이전달사항고객성향기타 코로나 양해드렸나 방문희망자가격리자 없음 중계기 시설 권유드렸으나 현장방문 요청,호단절
 데이터 접속 불가 음성 정상    데이터 차단 상태로 허용 후 정상,초기접속불가
중계기 요청  철거  희망일시시간준수협의가능    추가연락처    주소     상세증상적색불여부   전원여부   품질 및 감도내부    품질 및 감도외부    특이전달사항고객성향기타     건물 공사중 리모델링 중으로 외벽장비 철거   타 사용자 통화품질 양호여부   코로나  안내드리며 격리대상없음  내방가능,이설요청/철거요청
중계기 신설신청    설치희망일시시간준수협의가능 일주일안내   추가연락처  부재시 추가연락처로 통화부탁드립니다   주소상호명 박 사무실    제반사항건물주전기료천공 동의여부   층수평수 반지하평   불량망   품질 및 감도내부불량    품질 및 감도외부 양호   홈펨토안내여부  중복불만여부 고객성향  설치경쟁사   특이전달사항고객성향기타코로나 관련 추후 방문 말씀드렸으나 괜찮다며 방문요청하시어 접수 처리합니다,발수신불가
 아래 내용으로 재문의  지하주차장 쪽으로 추가 시설해주겠다고 했다 했는데  어떻게 진행 되고 있는지 확인 요청   확인 예정,통품상담성
,통품상담성
케이블 철거 요청시 필수  건물에 있는 케이블 문의시    주소     연락처    건물 케이블 위치건물옥상건물외벽 등  건물옥상 물탱크 중간에 걸쳐저 있다심   이설사유건물 리모델링 생활불편 등  물탱크 철거하려 하는데  케이블때문에 철거 못한다고 이설 요청하십니다,이설요청/철거요청
문자 통화 정상 오늘인증 시도 문자 수신불가   수신내역 확인시 스팸필터링 사용 방법 안내 종료,기업형메시지(금융권인증SMS)
최근에 요금제변경후 전화할때마다 일정시간이 지나면 뚜뚜소리가 남 통화중대기 미가입상태 위치무관 기기점검 권유,통화중대기
하나은행 문자 미수신 차단번호 미설정 해당 번호 테스트시 정상 수신 수신내역 확인 은행사 문의하기로 함,기업형메시지(금융권인증SMS)
인트라 어제 상담건 재인입 갑자기 데이터 접속불가 위치무관모드 이용중  오늘 제조사 다녀왔으나 접속불가 동일하나 단말문제없다는 답변 받았다함  고객 인트라  사용중이라하여  삭제후 비교필요 안내드리니 확인해보시겠다며 전화종료하심,초기접속불가
주식 관련 월일 월 몇일까지  약 개월 문자수신을 못함  몇백만원 이상 손해봤다며 보상언급 정상적인 문자가 발송되었다면 주식에대해 이익이 있었을거라며 불만  본인 허용없이 왜 스팸처리되는건지  월일 통화해서 문구나 허용번호등록하라 했는데 언제그내용을 등록하냐며 스팸필터링 삭제했다고함  삭제후는 주식관련내용 문자 들어온다며 지속적인 보상언급  응대  스팸필터링 설명드리려했으나 고객지속보상으로  재차확인후 아웃드리기로 양해  어플다운받은적없음 카카오등 일반적 어플도 사용안하심,기업형메시지(금융권인증SMS)
